iter	Logloss
514	0.5750647024
515	0.5749244376
516	0.5747789939
517	0.574688719
518	0.5745262277
519	0.5743741446
520	0.5741942948
521	0.5739261095
522	0.5737276222
523	0.5735953197
524	0.5734195237
525	0.5732627327
526	0.5731175016
527	0.5728856327
528	0.5726755594
529	0.5725570196
530	0.5723894599
531	0.5721849917
532	0.5719003151
533	0.5717406089
534	0.5716220056
535	0.5714149514
536	0.5711837935
537	0.5709860547
538	0.5707023701
539	0.5703598474
540	0.5701169014
541	0.5699281007
542	0.5698110466
543	0.5694925207
544	0.5693362111
545	0.569203313
546	0.5689396123
547	0.5685782361
548	0.568399533
549	0.5681869113
550	0.5680058224
551	0.5677654285
552	0.5674877934
553	0.5673657419
554	0.5670306636
555	0.5667989227
556	0.5666036372
557	0.5662370993
558	0.5660279724
559	0.5657703897
560	0.5655714631
561	0.5654268334
562	0.5652433933
563	0.5651009347
564	0.5649752946
565	0.5646584403
566	0.5645131939
567	0.5642766038
568	0.5641122884
569	0.5639320569
570	0.5638016752
571	0.5635581378
572	0.5633680425
573	0.5630808412
574	0.5629408766
575	0.5628256719
576	0.5626607223
577	0.562347222
578	0.5621535578
579	0.5619645688
580	0.5617306857
581	0.5614901765
582	0.5611898324
583	0.5609327678
584	0.5606617968
585	0.5603979933
586	0.5601175161
587	0.5598249239
588	0.5596176709
589	0.5594311484
590	0.5590959755
591	0.5588993599
592	0.5585340099
593	0.5583288729
594	0.5580702496
595	0.5577655168
596	0.5575567053
597	0.5574488596
598	0.5572097066
599	0.5570675283
600	0.5568869503
601	0.5567030531
602	0.5564327857
603	0.5562660635
604	0.5560590947
605	0.5559231493
606	0.5555765899
607	0.5554461378
608	0.5551005149
609	0.5550051749
610	0.5546659824
611	0.5543287766
612	0.5542614273
613	0.554056366
614	0.5538476764
615	0.5535707414
616	0.5534894099
617	0.5533485565
618	0.5531306569
619	0.552948712
620	0.5527412494
621	0.5525378762
622	0.5523813088
623	0.5522134499
624	0.552051336
625	0.5519441032
626	0.5518148785
627	0.55154534
628	0.5514039568
629	0.5512562707
630	0.5509891412
631	0.5507637511
632	0.5505950801
633	0.5504821133
634	0.5501052943
635	0.5498946786
636	0.5497589925
637	0.5495927023
638	0.5494305789
639	0.5492533998
640	0.5490836406
641	0.5488272615
642	0.5486519197
643	0.54846291
644	0.5482192933
645	0.5480403198
646	0.5478735533
647	0.5476975491
648	0.5474136037
649	0.5473111125
650	0.5471801105
651	0.5469572696
652	0.546867221
653	0.5466517921
654	0.5465578029
655	0.54627715
656	0.5460715401
657	0.5458017794
658	0.5455445204
659	0.5452573236
660	0.5451391692
661	0.5448268202
662	0.5446184751
663	0.5443870723
664	0.5441646299
665	0.5440040809
666	0.5436357384
667	0.5434775974
668	0.543284238
669	0.5428592667
670	0.5427477544
671	0.5426324233
672	0.5424122111
673	0.5422345052
674	0.5419533811
675	0.5417889336
676	0.541657076
677	0.5414222302
678	0.5412320926
679	0.5410254721
680	0.5408996119
681	0.5406512758
682	0.5404947275
683	0.5403321326
684	0.540186638
685	0.5400486656
686	0.5398323549
687	0.539690508
688	0.5396215446
689	0.5394436328
690	0.5392853299
691	0.5391659177
692	0.5387259108
693	0.5386273939
694	0.5384345545
695	0.5382412777
696	0.5379240781
697	0.5376693282
698	0.5374684903
699	0.5373199094
700	0.5371005768
701	0.5367246603
702	0.5366194221
703	0.5363273985
704	0.5360015126
705	0.5358063803
706	0.5355393585
707	0.535236566
708	0.5351380732
709	0.5349073612
710	0.5346936775
711	0.5344781509
712	0.5342219418
713	0.5341319317
714	0.534043831
715	0.5338895752
716	0.533790481
717	0.533507705
718	0.5333208905
719	0.5329958545
720	0.5327991529
721	0.5325909127
722	0.5323601759
723	0.5321224154
724	0.5318907076
725	0.5316674329
726	0.5315317216
727	0.5313604146
728	0.5312092462
729	0.5310327019
730	0.5307452159
731	0.5302990945
732	0.5301266122
733	0.5299649996
734	0.5297436492
735	0.5295642222
736	0.5292948713
737	0.5291636732
738	0.5288948866
739	0.5285980179
740	0.5283782277
741	0.5282442782
742	0.5279103364
743	0.5276811427
744	0.5275800538
745	0.5274713865
746	0.5270995813
747	0.5267724742
748	0.5265206113
749	0.526395519
750	0.5260053715
751	0.5258024777
752	0.5255749085
753	0.5254503399
754	0.5252940372
755	0.5251525985
756	0.5249417245
757	0.5247145158
758	0.5245131917
759	0.524226701
760	0.5241014036
761	0.5239333778
762	0.5237909191
763	0.5236244762
764	0.5234698594
765	0.5232561617
766	0.5229194774
767	0.522713552
768	0.5226040442
769	0.5224024297
770	0.5223202886
771	0.5222188786
772	0.5221204691
773	0.5218079665
774	0.521603122
775	0.5214611402
776	0.5211300251
777	0.5209926801
778	0.5207610139
779	0.5206484337
780	0.5204304005
781	0.5202071513
782	0.5200563727
783	0.5197467433
784	0.5195512785
785	0.5193741639
786	0.5191601763
787	0.5189783777
788	0.5187991454
789	0.5185630931
790	0.5184039025
791	0.5181983853
792	0.5179128066
793	0.5176569934
794	0.517499553
795	0.5172559504
796	0.5171064444
797	0.516949821
798	0.5167230524
799	0.5166044982
800	0.516300732
801	0.516122303
802	0.5159226516
803	0.5157122892
804	0.5154972292
805	0.5153316851
806	0.5152555911
807	0.5150890365
808	0.5149871431
809	0.5148693395
810	0.5145441025
811	0.5144081997
812	0.5141721102
813	0.5140625352
814	0.5139631929
815	0.5138004724
816	0.5136810934
817	0.513531575
818	0.513424949
819	0.5132961848
820	0.5132009111
821	0.5130292964
822	0.5128575282
823	0.5125274836
824	0.512294438
825	0.5121468596
826	0.5119836169
827	0.5117851776
828	0.5114979644
829	0.5113232145
830	0.5110759747
831	0.5107856323
832	0.5106217289
833	0.5104254051
834	0.510090487
835	0.5099080777
836	0.5097149511
837	0.5094582094
838	0.5093248433
839	0.5091168591
840	0.5087786254
841	0.5087064716
842	0.5084988799
843	0.5083761526
844	0.5082249434
845	0.507940253
846	0.50779672
847	0.5075333447
848	0.5072891677
849	0.5070805046
850	0.5067830681
851	0.5065712357
852	0.5064256423
853	0.5061342816
854	0.5060180237
855	0.505821005
856	0.5055498636
857	0.5054626743
858	0.5053676936
859	0.5052584128
860	0.5048929688
861	0.5047106343
862	0.5044144095
863	0.5042148527
864	0.5041156561
865	0.5039568839
866	0.5037326199
867	0.5036165711
868	0.5035163239
869	0.5034533597
870	0.5033374113
871	0.5031704685
872	0.5028366792
873	0.5026832219
874	0.5023577009
875	0.5020360002
876	0.5018766207
877	0.501756739
878	0.5016093123
879	0.5014240486
880	0.5011619414
881	0.5009745616
882	0.5008582572
883	0.5007028181
884	0.5005435684
885	0.5004067278
886	0.5001813749
887	0.5000134333
888	0.4997742314
889	0.4995548359
890	0.4993946954
891	0.4992128645
892	0.4990290286
893	0.4988607844
894	0.4985855871
895	0.498434737
896	0.4981436811
897	0.4979922797
898	0.4978782562
899	0.4976624167
900	0.4975746713
901	0.497405848
902	0.4971950638
903	0.4970247364
904	0.4966922309
905	0.4965017495
906	0.4962252323
907	0.4960019216
908	0.4958461095
909	0.4956612696
910	0.4955484965
911	0.4953617365
912	0.4951603055
913	0.4949245135
914	0.4947814091
915	0.4945983489
916	0.4944348923
917	0.494231017
918	0.4939811323
919	0.4936818713
920	0.493599251
921	0.4933660133
922	0.4932259314
923	0.4931337434
924	0.4928799124
925	0.4927842805
926	0.4926697651
927	0.4923613226
928	0.4921279396
929	0.491908893
930	0.4916936668
931	0.491380786
932	0.4911151186
933	0.4908843404
934	0.4907768191
935	0.4906560404
936	0.4904989063
937	0.4902657831
938	0.4901554387
939	0.4899563706
940	0.4896898891
941	0.4895196403
942	0.4893705172
943	0.489227766
944	0.4890169003
945	0.4888256818
946	0.4887672161
947	0.4885068305
948	0.48834823
949	0.4881757362
950	0.4880916228
951	0.4880048827
952	0.4877544248
953	0.4875366008
954	0.4874065067
955	0.4872319902
956	0.4870530298
957	0.4867226251
958	0.4865169935
959	0.4864367258
960	0.4862940392
961	0.48615461
962	0.4859151224
963	0.4855817334
964	0.4853468478
965	0.4850559776
966	0.4847383614
967	0.48460906
968	0.4844440826
969	0.4841053898
970	0.4839507519
971	0.4837290332
972	0.4835214294
973	0.4833880931
974	0.4832423194
975	0.4831925807
976	0.4830540392
977	0.4828275073
978	0.4826704333
979	0.4825815904
980	0.4823823337
981	0.4822197068
982	0.4819627618
983	0.4818102948
984	0.4816855037
985	0.4814360445
986	0.4812937656
987	0.480976718
988	0.4807879996
989	0.4805386951
990	0.480364903
991	0.4800931071
992	0.4799794779
993	0.4798222383
994	0.4794826147
995	0.4793650503
996	0.4792400914
997	0.4791259441
998	0.4789841791
999	0.4787701317
