Nome: URUGUAIANA
Codigo Estacao: A809
Latitude: -29.83999999
Longitude: -57.08194443
Altitude: 74.29
Situacao: Pane
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2018-04-30;8;59,8;1006,3;23,4;11,8;3,1;
2018-05-31;17;169,4;1008;17,5;9,5;3,3;
2018-06-30;16;52,8;1010,7;11,7;9,2;null;
2018-07-31;11;81,8;1010,1;12,7;9,1;2,9;
2018-08-31;12;60,2;1010,7;12,9;9;3,6;
2018-09-30;14;147;1004,8;19,3;14,8;3,8;
2018-10-31;6;49;1004,9;20,4;10;4;
2018-11-30;3;null;1003,2;23,4;8,9;3,8;
2018-12-31;3;null;1002,6;24,9;13,8;3,2;
2019-01-31;18;685,4;1002,3;25;12,9;3,4;
2019-02-28;6;58,2;1003,4;24,5;6,6;2,9;
2019-03-31;8;61,4;1006;22,1;7,6;2,9;
2019-04-30;11;162,4;1005,6;20,7;8,6;2,6;
2019-05-31;20;116,6;1006,8;17,8;7,5;3;
2019-06-30;11;15,6;1007,5;17,1;7,1;3,1;
2019-07-31;11;91;1010;13,1;null;null;
2019-08-31;8;36,2;1011,7;14,3;null;null;
2019-09-30;7;19,4;1007,5;17;9,1;3,6;
2019-10-31;15;219,6;1004,3;20,7;11,9;4,2;
2019-11-30;11;217,2;1002,5;23,5;9,6;3,7;
2019-12-31;7;83,2;1002,3;24,3;8,7;2,8;
2020-01-31;9;159,4;1001,6;25,4;8,1;3,2;
2020-02-29;7;105;1003,8;24,6;7,1;2,9;
2020-03-31;5;50;1004,6;25,4;8,2;2,8;
2020-04-30;7;36,6;1008,3;19,6;8,9;2,9;
2020-05-31;11;310,6;1008,1;16;8;3;
2020-06-30;15;103;1006,1;15,3;11,9;3,5;
2020-07-31;7;16;1008,7;12,5;7,9;3,2;
2020-08-31;4;24;1008,4;16,6;9,1;3,7;
2020-09-30;11;96,8;1006,8;17;9,2;3,4;
