Nome: CANGUCU
Codigo Estacao: A811
Latitude: -31.40333333
Longitude: -52.70083333
Altitude: 446.81
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2016-03-31;19;274;963,6;18,8;12,1;4,7;
2016-04-30;22;276,8;962;17,8;10;4,6;
2016-05-31;21;88,4;966,7;11,6;8,5;4;
2016-06-30;9;22,6;968,2;9,6;10,1;3,6;
2016-07-31;14;76;964,5;11,3;12,8;4,6;
2016-08-31;13;152,8;964,4;13,4;12;4,4;
2016-09-30;15;97,4;965,4;12,4;13,1;5;
2016-10-31;20;183,4;962,4;15,3;9,1;5,1;
2016-11-30;10;120,2;961,8;18,1;12,1;4,5;
2016-12-31;11;103;959,5;21;12,7;4,7;
2017-01-31;19;133,4;960,7;21,6;10,5;4,5;
2017-02-28;20;132,4;959,9;22,5;10,3;3,8;
2017-03-31;18;141,2;963,3;19,5;10,9;4,3;
2017-04-30;11;82,8;963,8;16,9;8,9;4,6;
2017-05-31;20;220,2;964,2;15;12,2;4,6;
2017-06-30;14;115,6;964,7;13,1;11;4,7;
2017-07-31;6;32,8;969,2;14,3;9,9;5,1;
2017-08-31;15;211,8;964,4;14,3;11;4,9;
2017-09-30;18;176,6;965,3;16,6;13,1;5,1;
2017-10-31;15;331,8;960,6;15,9;10,7;5,1;
2017-11-30;14;59;960,5;17,2;10;4,7;
2017-12-31;12;63,4;959,8;20,8;11,8;4,9;
2018-01-31;18;82,6;960,1;21,8;9;4,7;
2018-02-28;9;118,2;961,8;20,7;13,1;4,5;
2018-03-31;14;163,8;960,6;19,3;9,5;4,1;
2018-04-30;16;94,4;964,7;20,2;9,9;4;
2018-05-31;17;54,6;965,3;15,1;9,4;4;
2018-06-30;17;77,2;965,3;10,4;10;4,3;
2018-07-31;23;241;965,7;10,7;11,1;5,1;
2018-08-31;15;127,8;966,2;11;10,6;4,6;
2018-09-30;22;285,8;963,3;15,4;12,8;5,2;
2018-10-31;19;140,4;963;15,8;12,5;4,8;
2018-11-30;11;84,6;961,3;19,4;9,5;4,9;
2018-12-31;13;82,4;960,8;20;11,1;4,5;
2019-01-31;20;278,8;961,1;22,3;13,6;4,6;
2019-02-28;15;126,2;961,5;21;10,2;4,3;
2019-03-31;14;74,2;963,6;19,2;10,5;4,4;
2019-04-30;22;120,8;963;17,8;11;4,3;
2019-05-31;25;138;964,1;15,4;9,1;4,1;
2019-06-30;9;31,6;964,9;15,5;9,4;4,5;
2019-07-31;14;184,2;966;10,9;10,4;4,3;
2019-08-31;14;120;967,9;11,8;10,8;4,5;
2019-09-30;14;137,8;964,7;13,3;11,2;4,4;
2019-10-31;20;344,8;962,7;16,8;11,4;5,2;
2019-11-30;14;86,4;961,2;19;10,5;4,7;
2019-12-31;6;65;959,9;21,4;10,5;4,3;
2020-01-31;16;107,8;960,1;21,6;9,8;4,5;
2020-02-29;10;44,6;962,2;21,3;8,7;4,5;
2020-03-31;10;36;963,6;21,7;8,3;4,5;
2020-04-30;17;55,6;964,7;17,1;9,3;4,4;
2020-05-31;5;null;null;null;8,6;null;
2020-06-30;null;null;null;null;null;null;
2020-07-31;null;null;null;null;null;null;
2020-08-31;null;null;null;null;null;null;
2020-09-30;null;null;null;null;null;null;
2020-10-31;null;null;null;null;null;null;
2020-11-30;null;null;null;null;null;null;
2020-12-31;null;null;null;null;null;null;
2021-01-31;null;null;null;null;null;null;
2021-02-28;14;null;960,8;20,4;8,9;3,8;
2021-03-31;24;203,6;961,6;19,6;8,3;3,8;
2021-04-30;11;23,8;965,4;17,8;10,6;4;
2021-05-31;10;61,8;964,3;12,8;12,4;4,1;
2021-06-30;18;124,2;965,7;11,2;10,5;4,4;
2021-07-31;13;65;966,9;11,7;10,7;4,2;
2021-08-31;16;null;966,5;13,3;11,1;4,3;
2021-09-30;19;null;962,7;15,1;9,8;4,7;
2021-10-31;9;null;963;17,7;10,3;4,7;
2021-11-30;12;114,8;960,7;18,7;10,1;4,9;
2021-12-31;9;70;961,4;19,7;8,9;4,8;
2022-01-31;14;123,2;959,9;23;10;4,4;
2022-02-28;11;125;960,3;21,4;8,7;4;
2022-03-31;16;89,8;961,2;19,3;8,8;4,3;
2022-04-30;12;null;962,4;17,4;10,2;4,1;
2022-05-31;6;null;null;null;11,2;null;
2022-06-30;1;null;null;null;8;null;
2022-07-31;4;null;null;null;8,9;null;
2022-08-31;13;null;967;12,1;11,9;4,3;
2022-09-30;18;50,8;965,5;12,5;8,6;4,2;
2022-10-31;23;162,6;962,6;15;11;4,8;
2022-11-30;7;51,6;964,4;18,4;9,8;4,5;
2022-12-31;12;25,2;960,1;21;11,9;4,4;
2023-01-31;11;132,4;960,4;22,8;8,4;4,1;
2023-02-28;15;101;960,5;21,6;8,5;4,1;
2023-03-31;16;141,4;962,1;22,2;9,1;3,8;
2023-04-30;15;37,6;963,3;16,9;8,8;3,9;
2023-05-31;14;209,6;965,5;15,6;8,7;3,8;
2023-06-30;14;94;966;13;10,3;3,9;
2023-07-31;18;254,4;966,1;11,7;16,5;4,5;
2023-08-31;11;85,4;963,5;13,2;9,5;4,4;
2023-09-30;25;502;961,9;14;11,3;5,2;
2023-10-31;13;70;961,7;15,3;9,9;4,5;
2023-11-30;11;183,8;959,6;18,2;9,8;4,5;
2023-12-31;3;32,2;960,8;20,1;10;4,5;
2024-01-31;null;null;961,9;20,7;10,6;4,4;
2024-02-29;null;null;962,5;22,3;11,3;4,3;
2024-03-31;9;null;962,3;20,9;12,5;3,9;
2024-04-30;22;247,8;962,2;17,9;10,3;4,5;
2024-05-31;27;367,4;963,4;12,5;11;4,3;
2024-06-30;19;121,6;963,1;13,8;10,7;5;
2024-07-31;18;57,6;969,4;10,5;9,2;4,1;
2024-08-31;17;187,8;965,3;12,2;10,7;4,8;
2024-09-30;23;339,6;962,6;15,2;10,5;4,5;
2024-10-31;12;203,4;962,9;17,1;11,6;4,6;
2024-11-30;17;73;961,3;19,2;10,9;4,8;
2024-12-31;16;158,4;959,8;18,4;11,4;4,5;

