Nome: SAO LUIZ GONZAGA
Codigo Estacao: A852
Latitude: -28.41722221
Longitude: -54.9625
Altitude: 245.5
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2018-04-30;7;45,4;987;24,3;5,7;2,5;
2018-05-31;12;74;988,3;18,9;5,6;2,7;
2018-06-30;10;78,4;990,1;13,3;7,2;2,6;
2018-07-31;3;null;null;null;5,2;null;
2018-08-31;7;null;null;15,2;9,8;null;
2018-09-30;14;198,4;984,8;19,7;7,6;2,9;
2018-10-31;12;190,2;984,3;20,6;6,8;3,1;
2018-11-30;10;296,6;982,9;23,9;6,6;2,9;
2018-12-31;12;186;983,3;24,9;7,4;2,8;
2019-01-31;17;206,6;983,2;26,4;6,6;2,7;
2019-02-28;10;179,6;983,4;24,3;6,9;2,7;
2019-03-31;11;141,2;985,8;22,5;5,7;2,5;
2019-04-30;16;170,8;985,3;21,9;6,2;2,2;
2019-05-31;21;301,6;986,4;18,5;5,8;2,5;
2019-06-30;8;18,8;988,3;18,9;7,2;3;
2019-07-31;10;244,4;989,9;14,3;5,7;2,7;
2019-08-31;9;95,4;991,2;15,8;7,2;3,1;
2019-09-30;7;57,4;986,7;18,2;7;3,1;
2019-10-31;15;278;984,3;21,9;7;3,2;
2019-11-30;9;126,8;982,3;24,3;7;2,9;
2019-12-31;8;118;982,5;25,6;7,7;2,4;
2020-01-31;13;228,8;981,7;25,9;7,2;2,7;
2020-02-29;8;87,6;984;24,6;5,4;2,6;
2020-03-31;4;35,2;984,9;26,1;5,6;2,5;
2020-04-30;5;51,8;988;20,6;6,7;2,4;
2020-05-31;9;220,8;988,1;16,9;6,8;2,6;
2020-06-30;12;170,8;986,4;16,8;6,9;3,1;
2020-07-31;14;224,8;988,2;14;5,5;2,8;
2020-08-31;8;58,4;988,3;17,6;6,7;3,2;
2020-09-30;12;98,8;986,1;18,7;6,6;3,1;
2020-10-31;6;54,4;984;22,3;8;3,1;
2020-11-30;8;73,4;984,3;23,6;7,1;2,9;
2020-12-31;8;146;982,1;25;10,7;2,7;
2021-01-31;11;null;981,7;25;6,2;2,9;
2021-02-28;11;66,6;983,2;24,1;5,4;2,3;
2021-03-31;13;183;984;23;9;2,3;
2021-04-30;8;56;987,3;21,1;6,5;2,7;
2021-05-31;9;137,8;988,4;16,3;6,8;2,6;
2021-06-30;9;null;989,2;15,3;5,9;2,6;
2021-07-31;null;null;null;null;null;null;
2021-08-31;null;null;null;null;null;null;
2021-09-30;null;null;null;null;null;null;
2021-10-31;null;null;null;null;null;null;
2021-11-30;null;null;null;null;null;null;
2021-12-31;4;null;980,8;26,8;6,3;2,8;
2022-01-31;9;71,2;980,9;28,7;7;3,1;
2022-02-28;4;42;982,2;27;7;2,7;
2022-03-31;12;227,2;984;23;9,8;2,8;
2022-04-30;14;363,8;985,6;20;8,9;2,7;
2022-05-31;17;194,8;988,6;15,3;5,7;2,5;
2022-06-30;12;219,2;988,8;13,5;7;2,5;
2022-07-31;13;85,4;985,9;19,1;7,3;3,1;
2022-08-31;8;89,2;989,2;15,8;6,7;3,1;
2022-09-30;12;51,2;988;16,2;6,4;3;
2022-10-31;13;140,6;985,1;19,1;7,6;2,9;
2022-11-30;7;92,4;985,9;22,5;5,8;3;
2022-12-31;7;38;981,3;26,6;5,9;2,7;
2023-01-31;8;41,4;981,8;27,6;6,6;2,6;
2023-02-28;8;36,2;982,8;26,2;5,8;2,6;
2023-03-31;10;66,6;984,1;26,2;7,8;2,5;
2023-04-30;5;55;985,7;21,1;5,8;2,5;
2023-05-31;10;269,8;988,4;18,6;6,2;2,4;
2023-06-30;9;111,2;989,6;17;6,2;2,8;
2023-07-31;7;87,6;988,9;16,4;5,7;3;
2023-08-31;8;91,6;986,4;18,6;8;3,1;
2023-09-30;16;406;983,3;20,4;8,6;3,4;
2023-10-31;19;360,6;983;19,9;7,9;3,1;
2023-11-30;16;310,4;981,2;23,4;7,8;3;
2023-12-31;14;211,6;982,4;25,5;9;2,9;
2024-01-31;10;216,4;982,9;24,9;6,3;2,8;
2024-02-29;11;null;983,5;26,4;6;2,6;
2024-03-31;13;134,6;984,2;24,6;10,6;2,8;
2024-04-30;18;245;984;22,9;7,4;2,8;
2024-05-31;17;246,4;986,8;16,6;7,1;2,5;
2024-06-30;9;101,4;986,2;19;7,3;3,1;
2024-07-31;8;45;991,9;14,7;6,5;2,8;
2024-08-31;7;90,6;988,5;16,9;6,3;2,9;
2024-09-30;10;172,8;984,6;20,7;8,4;3,1;
2024-10-31;14;179,6;984,3;21,8;7,1;3;
2024-11-30;10;82;982,5;25;8,6;3;
2024-12-31;5;null;null;null;7,3;null;

