Nome: PASSO FUNDO
Codigo Estacao: A839
Latitude: -28.22666666
Longitude: -52.40361111
Altitude: 680.67
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2022-05-31;19;374,2;938,9;13,2;8,8;2,9;
2022-06-30;16;313,4;939,3;11,6;9,3;2,9;
2022-07-31;10;72,8;938,3;15,8;11,1;3,3;
2022-08-31;11;121;940,2;13,2;11,3;3,4;
2022-09-30;14;55,8;938,8;13,9;9,5;3,6;
2022-10-31;16;159,6;936,4;16,8;10,9;3,2;
2022-11-30;12;97,8;937,6;18,7;8,5;3,7;
2022-12-31;12;53;933,9;22,4;7,5;3,2;
2023-01-31;15;149,4;934,9;23;7,8;2,9;
2023-02-28;14;85,4;935,5;21,4;7,3;2,6;
2023-03-31;12;122,8;936,9;22,1;8,4;2,8;
2023-04-30;14;70,6;937,4;17,9;6,5;2,7;
2023-05-31;4;null;940,2;15,7;7,6;2,6;
2023-06-30;12;145;940,9;14;10,7;3,2;
2023-07-31;12;235,2;940,4;13,9;8,7;3,3;
2023-08-31;9;105,8;938,2;15,5;11,7;3,3;
2023-09-30;15;484,6;935,9;17,7;9,9;3,7;
2023-10-31;11;null;934,2;18,3;7,9;3,2;
2023-11-30;16;533,2;934;20,4;12,8;3,4;
2023-12-31;16;197,6;935,2;22,6;9,6;3,2;
2024-01-31;15;220,8;935,5;21,8;7,3;3,2;
2024-02-29;14;299,8;936,5;23;7,6;2,8;
2024-03-31;13;189,8;936,9;21,5;6,7;2,5;
2024-04-30;16;246,2;936,8;20,5;11,6;3;
2024-05-31;22;383,6;937,8;15,1;10,9;3,1;
2024-06-30;10;259,6;938,6;16;9,3;3,2;
2024-07-31;10;68,6;942,5;12,8;6,6;2,5;
2024-08-31;10;108,6;940,1;14,9;8,3;2,7;
2024-09-30;9;140,6;936,8;18,4;8,7;3,2;
2024-10-31;6;null;936,7;19,3;11,3;3,4;
2024-11-30;11;67,8;935;21,5;7;3,4;
2024-12-31;14;217;934,1;20,5;10,2;3,1;

