Nome: RIO PARDO
Codigo Estacao: A813
Latitude: -29.87222221
Longitude: -52.38194443
Altitude: 106.99
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2021-02-28;11;68,8;999,7;23,3;9,2;2,4;
2021-03-31;14;98;1000,6;22,8;6;2,2;
2021-04-30;4;8;1004,8;20,9;7,6;2,5;
2021-05-31;11;215,4;1005,3;14,7;11,2;2,4;
2021-06-30;11;143,2;1006,9;13,8;10;2,8;
2021-07-31;14;45,4;1008,3;12,9;11,5;2,5;
2021-08-31;9;90,4;1006,6;16,1;8;2,4;
2021-09-30;13;222,4;1003,4;17,3;8,5;2,8;
2021-10-31;13;81;1002,8;19,2;6,8;2,7;
2021-11-30;9;91,6;1000;22;8,9;3;
2021-12-31;6;39,4;999,7;23,4;12;3,1;
2022-01-31;10;139,2;998,2;26,3;9,9;2,8;
2022-02-28;9;64,6;999,1;24,2;7,3;2,4;
2022-03-31;16;139,2;1000,9;22;6,9;2,4;
2022-04-30;13;130,4;1003;19;9,8;2,3;
2022-05-31;22;107;1005,2;14,7;12,1;2,4;
2022-06-30;15;111,4;1006,1;12,3;7,6;2,3;
2022-07-31;20;131,2;1003,4;15,8;11,8;2,6;
2022-08-31;19;77,2;1007,2;14,2;9,7;2,5;
2022-09-30;12;43,8;1005,7;15,6;10,5;2,7;
2022-10-31;13;57,6;1002,4;18,4;11,5;2,8;
2022-11-30;7;66;1003,7;20,9;8,3;3;
2022-12-31;7;148;998,7;23,8;8,7;2,6;
2023-01-31;6;33;998,9;25,8;6,6;2,7;
2023-02-28;9;64,4;999,4;24,6;9,2;2,6;
2023-03-31;17;38,4;1000,8;25,1;6,7;2,3;
2023-04-30;4;29,6;1002,9;19,9;8,2;2,4;
2023-05-31;15;190,6;1005,6;17,6;5,7;2;
2023-06-30;15;151;1006,7;16;6,2;1,9;
2023-07-31;14;179,6;1006,7;14,6;10,5;2,5;
2023-08-31;12;69;1003,9;16,2;8,2;2,5;
2023-09-30;20;460,8;1001,5;18;8;3,1;
2023-10-31;13;161,8;1001,2;18,4;7,9;3,1;
2023-11-30;7;null;null;null;9,4;null;
2023-12-31;14;null;999,6;23,9;19,9;2,9;
2024-01-31;13;77,8;1000,4;23,7;9,6;3,3;
2024-02-29;6;null;1000,9;25,1;7,5;3;
2024-03-31;10;115;1001,1;23,4;9,3;2,3;
2024-04-30;20;318,6;1001,6;20,9;7,9;3;
2024-05-31;22;585,8;1003,7;15,8;8,5;2,7;
2024-06-30;18;273,4;1003,8;17;7,6;2,7;
2024-07-31;16;80,6;1010,1;13;7,3;2,4;
2024-08-31;11;91,8;1006,2;14,9;7,9;3,2;
2024-09-30;14;189;1002,4;18,3;8,2;3,4;
2024-10-31;13;102,4;1002,3;20,1;10,8;3,4;
2024-11-30;11;63,6;1000,1;23;9,1;3,3;
2024-12-31;9;128,2;999;22,1;14;3,6;

