Data,day_of_week,month,quarter,year,is_month_start,is_month_end,is_quarter_end,Target,Abertura_shifted,Máxima_shifted,Mínima_shifted,Último_shifted,Volume_shifted,MA_5_shifted,MA_10_shifted,MA_20_shifted,MA_50_shifted,BB_Upper_shifted,BB_Lower_shifted,BB_Width_shifted,BB_Position_shifted,RSI_shifted,MACD_shifted,Signal_Line_shifted,atr_5_shifted,atr_10_shifted,atr_20_shifted,volatility_5_shifted,volatility_10_shifted,volatility_20_shifted,Price_Range_shifted,Price_Position_shifted,Gap_shifted,hl_close_ratio_shifted,true_range_shifted,high_close_prev_shifted,low_close_prev_shifted,returns_shifted,Variacao_shifted,doji_prev,hammer_prev,shooting_star_prev,engulfing_bullish_prev,bullish_candle_prev,bearish_candle_prev,body_size_prev,upper_shadow_prev,lower_shadow_prev
2012-11-16,4,11,4,2012,0,0,0,1,57.472,57.472,56.038,56.279,3610000.0,57.1422,57.73480000000001,57.98085,59.00748000000001,59.98178844036015,55.979911559639845,4.001876880720303,0.07473704196175196,45.21691973969633,-0.5006242798009879,-0.3932556288139541,1.188600000000001,1.1777000000000009,1.014800000000001,0.011405972719087696,0.015375780679469785,0.012515134180680705,1.4340000000000046,0.16806136680614087,-0.013999999999995794,0.0254801968762772,1.4480000000000004,0.013999999999995794,1.4480000000000004,-0.02099641651880446,-0.021,0,0,0,0,0,1,1.1929999999999978,0.0,0.24100000000000676
2012-11-19,0,11,4,2012,0,0,0,0,56.277,56.277,55.126,55.402,3470000.0,56.7178,57.568200000000004,57.7466,58.96990000000001,59.805469020144535,55.687730979855466,4.117738040289069,-0.06939027618070787,37.07674344549411,-0.6393166776009593,-0.4424678385713552,1.101600000000002,1.1924000000000015,1.036700000000001,0.011138521005512787,0.015744503685673573,0.012647089291536427,1.1510000000000034,0.23979148566464165,-0.0020000000000024443,0.020775423269918113,1.1530000000000058,0.0020000000000024443,1.1530000000000058,-0.01558307716910401,-0.015600000000000001,0,0,0,0,0,1,0.875,0.0,0.27600000000000335
2012-11-21,2,11,4,2012,0,0,0,1,55.387,56.666,55.387,56.451,2780000.0,56.5364,57.375,57.582449999999994,58.97424000000001,59.49225235681887,55.67264764318112,3.8196047136377445,0.20377824805792147,45.83249243188698,-0.6570122408049173,-0.4853767190180676,1.1080000000000012,1.1780000000000008,1.062400000000001,0.01640023283332529,0.015031322797528968,0.013629448758087366,1.2789999999999964,0.8318999218139196,-0.015000000000000568,0.022656817416874746,1.2789999999999964,1.2639999999999958,0.015000000000000568,0.01893433450055948,0.0189,0,0,0,1,1,0,1.064,0.2149999999999963,0.0
2012-11-22,3,11,4,2012,0,0,0,1,56.453,56.789,55.946,56.242,3590000.0,56.372,57.17819999999999,57.44845,58.961800000000004,59.33848931733134,55.558410682668665,3.7800786346626722,0.18083997276218955,45.333865655255,-0.6800613317389974,-0.5243136415622536,1.1318000000000012,1.1791000000000011,1.0513500000000011,0.016368062512359838,0.01503152928812624,0.013392060986286904,0.8430000000000035,0.35112692763938097,0.0020000000000024443,0.014988798406884598,0.8430000000000035,0.33800000000000097,0.5050000000000026,-0.003702325910967086,-0.0037,0,0,0,0,0,1,0.21100000000000563,0.3359999999999985,0.2959999999999994
2012-11-23,4,11,4,2012,0,0,0,0,56.245,56.643,56.242,56.437,2150000.0,56.162200000000006,56.876,57.335300000000004,58.924119999999995,59.18028045632364,55.490319543676364,3.6899609126472797,0.256555686830964,43.57680024724426,-0.6748141940749548,-0.5544137520647938,1.024800000000002,1.0805000000000013,1.0382000000000011,0.015842806182735647,0.01261791594833334,0.013446222561717803,0.40100000000000335,0.4862842892768046,0.0030000000000001137,0.007105267820755947,0.40100000000000335,0.40100000000000335,0.0,0.003467159773834494,0.0034999999999999996,0,0,0,0,1,0,0.19200000000000017,0.20600000000000307,0.0030000000000001137
2012-11-26,0,11,4,2012,0,1,0,0,56.439,57.574,56.248,57.574,3180000.0,56.4212,56.7817,57.329499999999996,58.90752,59.17051053486376,55.48848946513623,3.6820210697275257,0.5664037482050844,52.47360187719984,-0.5723121438358874,-0.5579934304190125,1.000400000000002,1.0945000000000014,1.038900000000001,0.01520458121510442,0.014250055546945304,0.013794707672570686,1.3260000000000005,1.0,0.0020000000000024443,0.023031229374370386,1.3260000000000005,1.1370000000000005,0.18900000000000006,0.020146357885784116,0.020099999999999996,0,0,0,0,1,0,1.134999999999998,0.0,0.1910000000000025
2012-11-27,1,11,4,2012,0,1,0,1,57.571,57.572,56.502,56.737,2750000.0,56.68820000000001,56.702999999999996,57.308299999999996,58.8538,59.167158970898505,55.449441029101486,3.7177179417970194,0.34633046160466746,41.55897435897435,-0.5522514247729617,-0.5568450292898024,0.9841999999999999,1.0429000000000008,1.051150000000001,0.014860082136885907,0.013975463723627951,0.014032474488286668,1.0700000000000003,0.21962616822429848,-0.0030000000000001137,0.018858945661561242,1.0719999999999956,0.001999999999995339,1.0719999999999956,-0.01453781220689887,-0.014499999999999999,0,0,0,0,0,1,0.8339999999999961,0.0010000000000047748,0.23499999999999943
2012-11-28,2,11,4,2012,0,1,0,1,56.737,57.42,56.248,56.248,3550000.0,56.6476,56.592000000000006,57.22885,58.78032,59.127958408536514,55.32974159146349,3.798216817073026,0.24176039777637962,40.25432147824359,-0.5692494206664165,-0.5593259075651252,0.9628000000000014,1.0354000000000014,1.0541000000000011,0.013370938003925121,0.014164560424989274,0.013847696318143438,1.1720000000000041,0.0,0.0,0.020836296401649912,1.1720000000000041,0.6829999999999998,0.4890000000000043,-0.008618714419162177,-0.0086,0,0,0,0,0,1,0.4890000000000043,0.6829999999999998,0.0
2012-11-29,3,11,4,2012,0,1,0,0,56.206,56.591,55.686,56.539,3470000.0,56.706999999999994,56.5395,57.19195,58.67193999999999,59.11563905190697,55.26826094809303,3.847378103813938,0.33028702082784056,33.97013614404919,-0.5528660907177994,-0.5580339441956601,0.975200000000001,1.053500000000001,1.060550000000001,0.013453177238473711,0.014274897748504496,0.013772696218684205,0.9050000000000011,0.9425414364640889,-0.041999999999994486,0.016006650276800104,0.9050000000000011,0.3430000000000035,0.5619999999999976,0.005173517280614437,0.0052,0,0,0,0,1,0,0.3329999999999984,0.0519999999999996,0.5200000000000031
2012-11-30,4,11,4,2012,0,1,0,1,56.562,57.853,56.562,57.853,3400000.0,56.9902,56.57620000000001,57.225750000000005,58.58689999999999,59.171956444938836,55.279543555061174,3.8924128898776615,0.6611468304483266,46.497890295358644,-0.4289091673595564,-0.5322089888284394,1.1578000000000004,1.091300000000001,1.0914500000000011,0.016802711277782375,0.016057726589890936,0.014757368857454977,1.291000000000004,1.0,0.022999999999996135,0.022315178123865728,1.314,1.314,0.022999999999996135,0.023240594987530727,0.0232,0,0,0,0,1,0,1.291000000000004,0.0,0.0
2012-12-03,0,12,4,2012,1,0,0,0,57.845,58.031,56.704,57.475,5050000.0,56.9704,56.6958,57.2153,58.50028,59.15337371539925,55.27722628460075,3.876147430798497,0.5669995155335212,49.72363226170334,-0.35705791210897786,-0.4971787734845471,1.158,1.0792000000000008,1.1284500000000008,0.014957319037361706,0.014452286774072898,0.01471001496256613,1.3269999999999982,0.5810097965335357,-0.008000000000002672,0.02308829926054803,1.3269999999999982,0.17799999999999727,1.149000000000001,-0.0065338011857639655,-0.006500000000000001,0,1,0,0,0,1,0.36999999999999744,0.18599999999999994,0.7710000000000008
2012-12-04,1,12,4,2012,1,0,0,1,57.479,58.332,57.479,58.202,3490000.0,57.263400000000004,56.97579999999999,57.272000000000006,58.428239999999995,59.257696112862504,55.28630388713751,3.9713922257249976,0.7341748049905135,54.47697856991302,-0.23870085557808096,-0.4454831899032539,1.1150000000000007,1.0496000000000003,1.1210000000000009,0.013319050251698198,0.013304692067283748,0.014750100803550869,0.8530000000000015,0.8475967174677581,0.003999999999997783,0.014655853750730242,0.8569999999999993,0.8569999999999993,0.003999999999997783,0.012648977816441809,0.0126,0,0,0,0,1,0,0.722999999999999,0.13000000000000256,0.0
2012-12-05,2,12,4,2012,1,0,0,0,58.212,58.52,57.547,57.563,3940000.0,57.5264,57.087,57.23100000000001,58.34646000000001,59.15294736770189,55.309052632298126,3.843894735403765,0.5863707314724684,52.55347456759801,-0.1942250892866042,-0.39523156977992396,1.075200000000001,1.0190000000000012,1.098500000000001,0.013957015119534715,0.01319141783163827,0.014028971629135245,0.9730000000000061,0.016443987667014638,0.010000000000005116,0.016903219081701892,0.9730000000000061,0.31800000000000495,0.6550000000000011,-0.010979004157932626,-0.011000000000000001,0,0,0,0,0,1,0.6490000000000009,0.30799999999999983,0.016000000000005343
2012-12-06,3,12,4,2012,0,0,0,1,57.597,58.127,57.231,57.679,3580000.0,57.7544,57.2307,57.204449999999994,58.26628000000001,59.08364932278151,55.32525067721848,3.758398645563034,0.6262638811772233,51.019545694664586,-0.14791245086122018,-0.34576774599618326,1.0734000000000008,1.0243000000000009,1.101700000000001,0.014002192843583276,0.013038351751035442,0.014029257258890612,0.8960000000000008,0.5,0.03399999999999892,0.015534249900310352,0.8960000000000008,0.5640000000000001,0.33200000000000074,0.002015183364313833,0.002,1,0,0,0,1,0,0.08200000000000074,0.4480000000000004,0.36599999999999966
2012-12-07,4,12,4,2012,0,0,0,1,57.685,57.86,57.129,57.656,3200000.0,57.714999999999996,57.352599999999995,57.11429999999999,58.193000000000005,58.68592096676124,55.54267903323875,3.1432419335224893,0.6723379909840242,58.314213259268165,-0.11177676604520315,-0.29896955000598724,0.9568000000000012,1.0573000000000008,1.068900000000001,0.009018544470758501,0.013067138457975537,0.013057595859376828,0.7310000000000016,0.7209302325581393,0.006000000000000227,0.012678645761065659,0.7310000000000016,0.18099999999999739,0.5500000000000043,-0.0003987586469946791,-0.0004,1,0,0,0,0,1,0.029000000000003467,0.17499999999999716,0.527000000000001
2012-12-10,0,12,4,2012,0,0,0,1,57.656,58.594,57.636,58.487,3040000.0,57.9174,57.443900000000006,57.11280000000001,58.12454,58.67883133665138,55.54676866334864,3.132062673302741,0.9387523952548846,68.73102610807527,-0.015900924482281198,-0.24235582490124602,0.8830000000000012,1.0205000000000006,1.057500000000001,0.010366261486513062,0.012296027996267625,0.013055928404529057,0.9579999999999984,0.8883089770354912,0.0,0.016379708311248627,0.9579999999999984,0.9380000000000024,0.01999999999999602,0.014413070625780566,0.0144,0,0,0,0,1,0,0.8310000000000031,0.10699999999999932,0.01999999999999602
2012-12-11,1,12,4,2012,0,0,0,0,58.468,59.248,58.091,59.248,3060000.0,58.126599999999996,57.69499999999999,57.199,58.09947999999999,59.02803725034881,55.36996274965119,3.658074500697623,1.060130746273549,67.5978356612558,0.1201032354257805,-0.1698640128358407,0.9430000000000007,1.0290000000000006,1.0359500000000008,0.010446841382949986,0.011315154540886933,0.0127150403747418,1.1569999999999965,1.0,-0.01899999999999835,0.01952808533621382,1.1569999999999965,0.7609999999999957,0.3960000000000008,0.013011438439311185,0.013000000000000001,0,0,0,0,1,0,0.779999999999994,0.0,0.37700000000000244
2012-12-12,2,12,4,2012,0,0,0,0,59.257,59.747,58.951,59.623,3990000.0,58.538599999999995,58.032500000000006,57.312250000000006,58.08237999999999,59.43899823442674,55.18550176557327,4.25349646885347,1.04325894400539,70.83692838654012,0.25520503324062815,-0.08485020362054692,0.9075999999999993,0.9914000000000002,1.0134000000000007,0.006540325248631415,0.01035088663048406,0.01271264420059627,0.7959999999999994,0.8442211055276352,0.009000000000000341,0.013350552639082223,0.7959999999999994,0.49900000000000233,0.29699999999999704,0.006329327572238697,0.0063,0,0,0,0,1,0,0.36599999999999966,0.12400000000000233,0.3059999999999974
2012-12-13,3,12,4,2012,0,0,0,1,59.626,59.859,59.291,59.474,4750000.0,58.8976,58.326,57.43275,58.06706,59.763580245123954,55.10191975487604,4.661660490247911,0.9378804514550657,68.8236023304822,0.34625966077943815,0.001371769259450118,0.8420000000000002,0.9577000000000006,1.0056000000000007,0.007633472993217232,0.010688908990595656,0.012648397387627516,0.568000000000005,0.3221830985915462,0.0030000000000001137,0.009550391767831404,0.568000000000005,0.2360000000000042,0.33200000000000074,-0.002499035607064437,-0.0025,0,0,0,0,0,1,0.15200000000000102,0.2330000000000041,0.18299999999999983
2012-12-14,4,12,4,2012,0,0,0,0,59.459,59.969,59.154,59.317,3570000.0,59.2298,58.47239999999999,57.524300000000004,58.069880000000005,60.0030768715544,55.04552312844561,4.9575537431087895,0.8616097964630087,62.29716382108088,0.401128560865061,0.08132312758057232,0.8587999999999993,0.9078000000000003,0.9995500000000007,0.008163098971174983,0.008777512538566352,0.012628243515607278,0.8149999999999977,0.19999999999999651,-0.014999999999993463,0.013739737343425961,0.8149999999999977,0.49500000000000455,0.3199999999999932,-0.0026398089921645385,-0.0026,0,0,0,0,0,1,0.142000000000003,0.509999999999998,0.1629999999999967
2012-12-17,0,12,4,2012,0,0,0,1,59.32,59.824,59.273,59.605,3410000.0,59.4534,58.6854,57.6906,58.07056000000001,60.26214538013835,55.11905461986166,5.143090760276692,0.8722275357818109,71.9333129397369,0.46252010867158333,0.15756252379877456,0.7773999999999986,0.8301999999999999,0.9547000000000004,0.0065861601928664006,0.008188961906495474,0.011457604887038144,0.5509999999999948,0.6025408348457292,0.0030000000000001137,0.009244190923580151,0.5509999999999948,0.5069999999999979,0.04399999999999693,0.004855269147124641,0.0049,0,0,0,0,1,0,0.2849999999999966,0.2190000000000012,0.046999999999997044
2012-12-18,1,12,4,2012,0,0,0,1,59.604,59.914,59.323,59.567,3110000.0,59.5172,58.82190000000001,57.89885,58.07746,60.362345272554904,55.4353547274451,4.926990545109803,0.8385738179781347,77.26301954986043,0.5023166762274442,0.22651335428450853,0.6641999999999996,0.8036000000000001,0.9266000000000002,0.004225058256805842,0.007630072673383984,0.010644664347142006,0.5910000000000011,0.41285956006768076,-0.0009999999999976694,0.00992160088639685,0.5910000000000011,0.3090000000000046,0.2819999999999965,-0.0006375304085227684,-0.0006,1,0,0,0,0,1,0.036999999999999034,0.3100000000000023,0.24399999999999977
2012-12-19,2,12,4,2012,0,0,0,1,59.568,60.539,59.565,60.461,4360000.0,59.684799999999996,59.1117,58.09935,58.11414,60.714736880912206,55.4839631190878,5.230773761824409,0.951491520668692,79.31240657698062,0.5990881559224519,0.3010283146120973,0.6998000000000004,0.8036999999999999,0.9113500000000005,0.007462462030590827,0.006985330885608584,0.010381584470401436,0.9740000000000038,0.9199178644763834,0.0009999999999976694,0.016109558227617865,0.9740000000000038,0.9720000000000013,0.0020000000000024443,0.015008309970285572,0.015,0,0,0,0,1,0,0.8930000000000007,0.07800000000000296,0.0030000000000001137
2012-12-20,3,12,4,2012,0,0,0,0,60.461,61.212,60.396,60.998,4430000.0,59.989599999999996,59.44359999999999,58.337149999999994,58.164939999999994,61.10206654199833,55.572233458001655,5.529833083996678,0.9811808891122765,76.59394554371727,0.7109166581801176,0.3830059833257014,0.7494,0.7957000000000001,0.9100000000000005,0.007165191737267964,0.007002718775875067,0.010303906953595116,0.8160000000000025,0.7377450980392094,0.0,0.013377487786484845,0.8160000000000025,0.7510000000000048,0.06499999999999773,0.008881758488943348,0.0089,0,0,0,0,1,0,0.536999999999999,0.21400000000000574,0.06499999999999773
2012-12-21,4,12,4,2012,0,0,0,0,60.992,61.276,60.622,61.276,3080000.0,60.3814,59.805600000000005,58.5791,58.21902,61.48709622818934,55.67110377181066,5.81599245637868,0.9637041777869202,82.69396180973688,0.8126066054397754,0.46892610774851634,0.7172000000000012,0.7880000000000003,0.9226500000000005,0.005819822340645489,0.00669715191784564,0.010303170409430124,0.6540000000000035,1.0,-0.006000000000000227,0.010673020432143146,0.6540000000000035,0.2780000000000058,0.37599999999999767,0.004557526476278051,0.0046,0,0,0,0,1,0,0.284000000000006,0.0,0.36999999999999744
2012-12-26,2,12,4,2012,0,1,0,0,61.271,61.271,60.221,61.007,3160000.0,60.66179999999999,60.057599999999994,58.750750000000004,58.25281999999999,61.810275169558736,55.69122483044127,6.119050339117464,0.8687255170261285,76.1904761904762,0.8615590529458856,0.5474526967879902,0.8180000000000035,0.7977000000000011,0.9091000000000008,0.007662966534220672,0.006751935846211387,0.009746710914002038,1.0500000000000043,0.7485714285714268,-0.005000000000002558,0.017211139705279793,1.0550000000000068,0.005000000000002558,1.0550000000000068,-0.004389973235850997,-0.0044,0,1,0,0,0,1,0.2640000000000029,0.0,0.7860000000000014
2012-12-27,3,12,4,2012,0,1,0,1,61.003,61.322,60.861,60.96,2600000.0,60.9404,60.2288,58.9619,58.29324,62.019150495049296,55.904649504950704,6.114500990098591,0.8267805505691451,85.66029813142977,0.8863444855737939,0.615231054545151,0.7920000000000045,0.728100000000002,0.8785500000000013,0.007686230037302039,0.0061434956548600044,0.008896027453657144,0.4610000000000056,0.21475054229935475,-0.003999999999997783,0.007562335958005342,0.4610000000000056,0.31500000000000483,0.1460000000000008,-0.0007704033963314982,-0.0008,1,0,0,0,0,1,0.04299999999999926,0.3190000000000026,0.09900000000000375
2012-12-28,4,12,4,2012,0,1,0,1,60.964,61.191,60.233,60.416,2850000.0,60.9314,60.30809999999999,59.1703,58.33244,62.0090450971021,56.33155490289789,5.677490194204211,0.71941033051394,76.36293585051044,0.8522664685663344,0.6626381373493878,0.7888000000000048,0.7443000000000026,0.8678500000000013,0.007054689642615972,0.007020063751367563,0.00891838200206324,0.9580000000000055,0.1910229645093933,0.003999999999997783,0.015856726694915346,0.9580000000000055,0.23100000000000165,0.7270000000000039,-0.00892388451443571,-0.0089,0,0,0,0,0,1,0.5480000000000018,0.22700000000000387,0.18299999999999983
2013-01-02,2,1,1,2013,1,0,0,1,60.416,61.066,60.416,60.952,2630000.0,60.9222,60.4559,59.39095,58.36823999999999,62.048797841275686,56.73310215872431,5.315695682551379,0.7936680527299755,78.89200561009817,0.8586125638617332,0.701833022651857,0.7556000000000054,0.7525000000000027,0.8551000000000016,0.007051517441345853,0.007245658704172377,0.00899037885242482,0.6500000000000057,0.8246153846153795,0.0,0.010664129150807286,0.6500000000000057,0.6500000000000057,0.0,0.008871822033898358,0.0089,0,0,0,0,1,0,0.5360000000000014,0.11400000000000432,0.0
2013-01-03,3,1,1,2013,1,0,0,0,60.99,62.887,60.99,62.55,3740000.0,61.177,60.7792,59.62579999999999,58.4272,62.53009638910956,56.72150361089042,5.808592778219136,1.003426580524817,81.39391129655384,0.9812756007585577,0.7577215382731972,1.0118000000000051,0.8645000000000032,0.8861500000000018,0.01394021674862697,0.010145587125501357,0.0093466881248549,1.8969999999999985,0.8223510806536618,0.03800000000000381,0.030327737809752175,1.9350000000000023,1.9350000000000023,0.03800000000000381,0.02621735135844605,0.0262,0,0,0,0,1,0,1.5599999999999952,0.3370000000000033,0.0
2013-01-04,4,1,1,2013,1,0,0,0,62.555,63.473,62.341,63.312,3360000.0,61.638,61.1499,59.91765,58.49856,63.07408218140274,56.76121781859727,6.31286436280547,1.0376877760908407,81.39678615574783,1.126982816552264,0.8315737939290107,1.0272000000000034,0.9226000000000034,0.8764000000000017,0.013344352800958288,0.010366685064439973,0.00917698945042746,1.131999999999998,0.8577738515901046,0.005000000000002558,0.01787970684862266,1.131999999999998,0.9230000000000018,0.20899999999999608,0.012182254196642761,0.012199999999999999,0,0,0,0,1,0,0.7569999999999979,0.16100000000000136,0.21399999999999864
2013-01-07,0,1,1,2013,0,0,0,0,63.314,63.314,62.415,62.523,6230000.0,61.950599999999994,61.445499999999996,60.1337,58.54728,63.38575671602078,56.881643283979216,6.504113432041564,0.8673521418352682,71.0572175428406,1.165357611643607,0.89833055747193,1.1148000000000025,0.9534000000000035,0.8785000000000018,0.015932625408108587,0.011796335680683038,0.009758599098247943,0.8990000000000009,0.12013348164627807,0.0020000000000024443,0.014378708635222252,0.8990000000000009,0.0020000000000024443,0.8969999999999985,-0.012462092494313737,-0.0125,0,0,0,0,0,1,0.7909999999999968,0.0,0.10800000000000409
2013-01-08,1,1,1,2013,0,0,0,1,62.523,62.699,61.639,61.933,3990000.0,62.254,61.5927,60.352199999999996,58.591260000000005,63.461084829680225,57.24331517031977,6.217769659360457,0.7542390739129762,66.7804012556299,1.1350773786052741,0.9456799216985988,1.1352000000000004,0.9620000000000026,0.8828500000000012,0.01604728932865072,0.012003837678034144,0.009642451203161933,1.0599999999999952,0.2773584905660361,0.0,0.01711526972696293,1.0599999999999952,0.17599999999999483,0.8840000000000003,-0.009436527357932323,-0.009399999999999999,0,0,0,0,0,1,0.5900000000000034,0.17599999999999483,0.29399999999999693
2013-01-09,2,1,1,2013,0,0,0,1,61.933,62.265,61.081,61.128,3840000.0,62.289199999999994,61.6057,60.524649999999994,58.635380000000005,63.3816127063139,57.667687293686086,5.713925412627816,0.605592907927464,61.354231974921625,1.0342016703432648,0.9633842714275321,1.2419999999999987,0.9988000000000021,0.8972500000000011,0.017653612793119614,0.012680801991353904,0.010340392938707614,1.1839999999999975,0.039695945945943535,0.0,0.0193691925140688,1.1839999999999975,0.33200000000000074,0.8519999999999968,-0.012997917103967138,-0.013000000000000001,0,0,0,0,0,1,0.8049999999999997,0.33200000000000074,0.046999999999997044
2013-01-10,3,1,1,2013,0,0,0,0,61.129,61.812,61.103,61.579,3240000.0,62.095000000000006,61.636,60.72080000000001,58.69295999999999,63.27066584580137,58.170934154198655,5.099731691602713,0.6682833631057714,62.12828704841486,0.9793594297352257,0.9665793030890709,0.9967999999999975,1.0043000000000013,0.8961500000000008,0.011927895033903008,0.012817027826111079,0.010353706861484414,0.7089999999999961,0.6713681241184791,0.0009999999999976694,0.011513665372935515,0.7089999999999961,0.6839999999999975,0.02499999999999858,0.007377960999869204,0.0074,0,0,0,0,1,0,0.45000000000000284,0.232999999999997,0.02599999999999625
2013-01-11,4,1,1,2013,0,0,0,1,61.578,61.947,61.156,61.678,4099999.9999999995,61.7682,61.703100000000006,60.88035,58.77272000000001,63.233438476652054,58.527261523347946,4.706176953304109,0.6694900144882958,62.873521161117175,0.9331285069826478,0.9598891438677863,0.9285999999999988,0.9779000000000011,0.887800000000001,0.009165721917511475,0.012699089065429608,0.010024090657559546,0.7910000000000039,0.6599241466498051,-0.0009999999999976694,0.01282467006063757,0.7910000000000039,0.3680000000000021,0.4230000000000018,0.001607690933597361,0.0016,0,0,0,0,1,0,0.09999999999999432,0.26900000000000546,0.42200000000000415
2013-01-14,0,1,1,2013,0,0,0,0,61.662,61.683,61.198,61.497,3160000.0,61.563,61.7568,60.9928,58.859440000000006,63.229510987613416,58.75608901238659,4.473421975226827,0.6127101361758817,56.91958322201443,0.8718350090200104,0.9422783168982313,0.8457999999999984,0.9803000000000004,0.8542000000000012,0.008214950489119736,0.012754090106653938,0.009792863855339262,0.48499999999999943,0.6164948453608244,-0.015999999999998238,0.007886563572206766,0.48499999999999943,0.005000000000002558,0.4799999999999969,-0.0029345958040143394,-0.0029,0,0,0,0,0,1,0.16499999999999915,0.021000000000000796,0.2989999999999995
2013-01-15,1,1,1,2013,0,0,0,1,61.511,62.285,61.511,62.081,3480000.0,61.592600000000004,61.923300000000005,61.11569999999999,58.944320000000005,63.30511954336015,58.92628045663983,4.378839086720319,0.7204465569258923,57.188371166865814,0.860464490570422,0.9259155516326695,0.7913999999999988,0.9632999999999996,0.8538000000000011,0.008992472281823214,0.012497156911509294,0.00989318139177505,0.7739999999999938,0.7364341085271381,0.014000000000002899,0.01246758267424806,0.7879999999999967,0.7879999999999967,0.014000000000002899,0.009496398198286071,0.0095,0,0,0,0,1,0,0.5700000000000003,0.20399999999999352,0.0
2013-01-16,2,1,1,2013,0,0,0,1,62.079,62.151,61.695,61.728,3820000.0,61.712599999999995,62.0009,61.2284,59.033339999999995,63.29034118043756,59.16645881956244,4.123882360875115,0.6211479756890986,52.97055730809673,0.8135905574196585,0.9034505527900674,0.6457999999999998,0.9438999999999993,0.848200000000001,0.00649413550363232,0.012558034687825341,0.00999575663633643,0.45600000000000307,0.07236842105263383,-0.0020000000000024443,0.007387247278382632,0.45600000000000307,0.07000000000000028,0.3860000000000028,-0.005686119746782459,-0.005699999999999999,0,0,0,0,0,1,0.3509999999999991,0.07200000000000273,0.03300000000000125
2013-01-17,3,1,1,2013,0,0,0,0,61.726,61.787,61.241,61.787,2790000.0,61.75419999999999,61.9246,61.3519,59.12554,63.218427640187585,59.485372359812416,3.7330552803751686,0.6165533235704646,55.271695052716964,0.7723008313622728,0.8772206085045084,0.6132000000000005,0.804999999999999,0.8347500000000011,0.005750174630398298,0.009046845357970363,0.009941828858027777,0.5459999999999994,1.0,-0.0020000000000024443,0.008836810332270533,0.5459999999999994,0.0589999999999975,0.4870000000000019,0.0009558061171590637,0.001,0,1,0,0,1,0,0.06099999999999994,0.0,0.48499999999999943
2013-01-18,4,1,1,2013,0,0,0,0,61.806,62.309,61.683,62.194,3380000.0,61.8574,61.812799999999996,61.48135,59.21574,63.190210657682094,59.772489342317904,3.41772131536419,0.7085161235342162,57.95308069089972,0.7636174182818536,0.8544999704599774,0.5801999999999993,0.754399999999999,0.8385000000000012,0.006349306382386636,0.00826739373974441,0.00997468257810261,0.6259999999999977,0.8162939297124675,0.01899999999999835,0.010065279608965458,0.6259999999999977,0.5219999999999985,0.1039999999999992,0.006587146163432589,0.0066,0,0,0,0,1,0,0.38800000000000523,0.11499999999999488,0.12299999999999756
2013-01-21,0,1,1,2013,0,0,0,0,62.197,62.395,61.822,61.956,3500000.0,61.9492,61.7561,61.60079999999999,59.313500000000005,63.06231782674724,60.139282173252745,2.9230356534944946,0.6215175051236096,60.33279656468066,0.7291262266287433,0.8294252216937305,0.5977999999999994,0.7217999999999989,0.8376000000000012,0.006521730541613139,0.007432972901909312,0.010047243924836084,0.5730000000000004,0.23385689354275785,0.0030000000000001137,0.009248498934727878,0.5730000000000004,0.2010000000000005,0.3719999999999999,-0.0038267356979773126,-0.0038,0,0,0,0,0,1,0.24099999999999966,0.1980000000000004,0.13400000000000034
2013-01-22,1,1,1,2013,0,0,0,1,61.962,62.052,61.804,61.9,2140000.0,61.913,61.75279999999999,61.67274999999999,59.38383999999999,63.0364140850471,60.30908591495289,2.7273281700942107,0.5833233061176335,56.79862306368331,0.689326845970264,0.8014055465490372,0.4897999999999996,0.6405999999999992,0.8013000000000009,0.004755133765807801,0.006805591214953276,0.009583577000864965,0.24799999999999756,0.3870967741935382,0.006000000000000227,0.004006462035541156,0.24799999999999756,0.09599999999999653,0.15200000000000102,-0.000903867260636626,-0.0009,0,0,0,0,0,1,0.06200000000000472,0.0899999999999963,0.09599999999999653
2013-01-23,2,1,1,2013,0,0,0,0,61.904,61.995,61.534,61.692,3470000.0,61.9058,61.8092,61.70745000000001,59.45348,63.03362415304922,60.3812758469508,2.6523483060984177,0.49417497318716214,42.31458258688645,0.6336968258421649,0.7678638024076628,0.4907999999999987,0.5682999999999993,0.7835500000000006,0.0042129632745733295,0.005276011303737223,0.009458611490534929,0.4609999999999985,0.34273318872017733,0.0040000000000048885,0.007472605848408197,0.4609999999999985,0.09499999999999886,0.36599999999999966,-0.0033602584814216296,-0.0034000000000000002,0,0,0,0,0,1,0.2120000000000033,0.09099999999999397,0.15800000000000125
2013-01-24,3,1,1,2013,0,0,0,0,61.692,61.969,61.543,61.966,3210000.0,61.94160000000001,61.847899999999996,61.741949999999996,59.50362,63.05671625499303,60.427183745006964,2.6295325099860634,0.5852052595467598,36.788378484491595,0.6047479858461813,0.7352406390953666,0.4667999999999992,0.5399999999999998,0.7721500000000006,0.004694222333104196,0.004948917661919717,0.009456095162709028,0.42600000000000193,0.992957746478873,0.0,0.006874737759416485,0.42600000000000193,0.277000000000001,0.1490000000000009,0.004441418660442231,0.0044,0,0,0,0,1,0,0.2740000000000009,0.0030000000000001137,0.1490000000000009
